Timestamp,Yaw,Pitch,Roll,Qtn[0], Qtn[1], Qtn[2], Qtn[3],Rate X,Rate Y,Rate Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Temp,Pres,dTime,dTheta X,dTheta Y,dTheta Z,dVel X,dVel Y,dVel Z,MagNed X,MagNed Y,MagNed Z,AccelNed X,AccelNed Y,AccelNed Z,LinearAccel X,LinearAccel Y,LinearAccel Z,LinearAccelNed X,LinearAccelNed Y,LinearAccelNed Z,Amplitude,Distance,Light 1,Light 2,Light 3,Light 4,Comments
584.568,163.474,3.83505,177.959,-0.14302,-0.988994,-0.0128051,-0.0356661,-0.0338415,0.0296964,2.96809,0.315482,1.0247,96.6301,0.833974,0.520423,-0.400501,43.97,100.825,0.025001,-0.0465126,0.0349682,4.17893,0.0100251,0.0260245,2.42137,-0.680708,0.729591,0.362062,7.15807,2.53364,-96.3372,-0.339566,1.37267,86.8645,7.15807,2.53364,-86.5435,0,1000,0,0,0,0,
584.593,159.098,3.61303,177.626,-0.180623,-0.982829,-0.014645,-0.0347507,-0.034986,0.0454792,3.11095,0.577845,1.20446,96.3615,0.823934,0.512421,-0.396455,43.97,100.813,0.024999,-0.045091,0.0567956,4.38266,0.00656467,0.0270154,2.41249,-0.615952,0.765701,0.36459,6.97971,2.8954,-96.074,-0.0393319,1.60934,86.5956,6.97971,2.8954,-86.2803,0,1000,0,0,0,0,
584.619,154.509,3.32172,177.292,-0.219796,-0.974829,-0.0166466,-0.0334726,-0.0381471,0.0691344,3.26037,0.51094,1.04525,96.2261,0.810096,0.504367,-0.399605,43.955,100.796,0.025001,-0.052628,0.0910543,4.59898,0.0114401,0.0309832,2.40466,-0.543439,0.796316,0.37534,6.97021,2.87034,-95.9375,-0.0565329,1.50721,86.4598,6.97021,2.87034,-86.1437,0,1000,0,0,0,0,
584.644,149.717,2.96021,176.975,-0.260365,-0.964804,-0.0187218,-0.0318155,-0.0376318,0.0914021,3.40938,0.43122,1.13406,95.8646,0.794987,0.497634,-0.402827,43.97,100.8,0.024999,-0.0498117,0.124834,4.80707,0.0111624,0.0296815,2.40055,-0.464832,0.822288,0.386896,7.01638,3.07164,-95.5659,-0.0745544,1.65012,86.0976,7.01638,3.07164,-85.7721,0,1000,0,0,0,0,
584.669,144.708,2.53366,176.687,-0.302328,-0.952509,-0.0208431,-0.0298208,-0.0329739,0.110326,3.56745,0.378365,1.21995,95.5557,0.777315,0.498919,-0.393589,43.965,100.783,0.025,-0.0446217,0.152285,5.03008,0.0120983,0.0316032,2.39197,-0.374429,0.847403,0.386992,7.0253,3.28544,-95.2491,-0.0545807,1.78542,85.7879,7.0253,3.28544,-85.4553,0,1000,0,0,0,0,
584.694,139.471,2.04689,176.44,-0.345609,-0.937695,-0.0229478,-0.0275033,-0.020341,0.123856,3.72998,0.453662,1.10484,95.3237,0.759628,0.500146,-0.397064,43.97,100.775,0.025001,-0.0331384,0.175209,5.26216,0.014255,0.0275466,2.38627,-0.28025,0.863913,0.399946,6.79885,3.42452,-95.0267,0.103855,1.71251,85.5551,6.79885,3.42452,-85.233,0,1000,0,0,0,0,
584.72,134.017,1.51112,176.249,-0.389957,-0.920157,-0.0249813,-0.0249166,-0.0119394,0.13117,3.88245,-0.00110823,1.20475,95.0348,0.742,0.493426,-0.394725,43.97,100.762,0.025,-0.0186303,0.189933,5.48537,0.012432,0.030781,2.38153,-0.187712,0.865682,0.406448,7.07319,3.35833,-94.7193,-0.25938,1.84532,85.2654,7.07319,3.35833,-84.9256,0,1000,0,0,0,0,
584.745,128.346,0.942137,176.118,-0.435138,-0.899689,-0.0269039,-0.0221501,0.00158512,0.136718,4.03855,0.508738,0.731364,94.8176,0.724261,0.502641,-0.394124,43.97,100.762,0.025,-0.00490111,0.193199,5.70452,0.0118031,0.0233582,2.37327,-0.0812589,0.868029,0.41528,6.25532,3.61466,-94.5462,0.347703,1.39427,85.0477,6.25532,3.61466,-84.7524,0,1000,0,0,0,0,
584.77,122.47,0.336746,176.056,-0.480839,-0.876129,-0.0287499,-0.0191327,-0.00112811,0.146021,4.187,0.499016,1.33235,94.5001,0.706595,0.499868,-0.400341,43.97,100.762,0.024999,0.00729415,0.205808,5.91327,0.0127259,0.0308432,2.36742,0.0167852,0.851217,0.429613,6.63412,4.15695,-94.186,0.441456,2.00593,84.7298,6.63412,4.15695,-84.3923,0,1000,0,0,0,0,
584.796,116.367,-0.298648,176.058,-0.526965,-0.849187,-0.0305958,-0.0159173,0.00446429,0.151503,4.34592,0.628233,1.54233,94.2568,0.683782,0.51305,-0.398589,43.97,100.737,0.025,0.00800578,0.216893,6.1432,0.0145903,0.0302154,2.35905,0.131369,0.825764,0.436472,6.68733,4.56239,-93.9233,0.679282,2.21554,84.4863,6.68733,4.56239,-84.1295,0,1000,0,0,0,0,
